,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.170177718,3.1601522,3.150126682,3.140101164,3.130075646,3.120050128,3.11002461,3.099999092,3.089973574,3.079948056,3.069922539,3.059897021,3.049871503,3.039845985,3.029820467,3.019794949,3.009769431,2.999743913,2.989718395,2.979692877,2.969667359,2.960521645,2.95137593,2.942230215,2.9330845,2.923938786,2.914793071,2.905647356,2.896501642,2.887355927,2.878210212,2.869064498,2.859918783,2.850773068,2.841627354,2.832481639,2.823335924,2.814190209,2.805044495,2.79589878,2.786753065,2.766578695,2.746404324,2.726229953,2.706055583,2.685881212,2.665706842,2.645532471,2.6253581,2.60518373,2.585009359,2.564834988,2.544660618,2.524486247,2.504311876,2.484137506,2.463963135,2.443788764,2.423614394,2.403440023,2.383265652,2.37116103,2.359056408,2.346951785,2.334847163,2.322742541,2.310637918,2.298533296,2.286428673,2.274324051,2.262219429,2.250114806,2.238010184,2.225905561,2.213800939,2.201696317,2.189591694,2.177487072,2.165382449,2.153277827,2.141173205,2.050743542,1.962384321,1.943539401,1.857891363,1.83970052,1.756755955,1.739211787,1.658951961,1.580716331,1.564442655,1.48887059,1.473220233,1.457569877,1.38523378,1.370198681,1.355163583,1.286032042,1.271603859,1.205037615,1.191207803,1.188797601,1.086009789,1.083803508,1.121653758,1.109815723,1.097977689,1.086139655,0.980853216,0.922043083,0.97029621,0.918969606,0.871984633,0.846196489,0.831639042,0.820513436,0.851501773,0.81749939,1.11314344,0.715214192,0.760817053,0.659123291,0.616161975,0.614537055,0.583533414,0.563133024,0.574805764,0.528110174,0.527068766,0.473453585,0.445889018,0.422859489,0.383529646,0.359279906,0.392980963,0.362042325,0.377768797,0.359494945,0.344426017,0.31472839,0.333466881,0.324118632,0.330021834,0.367217358,0.322487089,0.28986896,0.34246662,0.35183088,0.334099635,0.307551467,0.315462759,0.32238514,0.337218812,0.320058628,0.299659134,0.30462586,0.307109223,0.337285579,0.307109223,0.302970284,0.297175771,0.289725682,0.27979223,0.268203203,0.256614175,0.243369573,0.230952758,0.198475765,0.206119128,0.178099926,0.169043998,0.161497391,0.154705444,0.134991053,0.13087965,0.11562482,0.113138265,0.111273349,0.100717974,0.100152143,0.100152143,0.100717974,0.091821921,0.092334893,0.093360836,0.094386779,0.095412722,0.096438666,0.09797758,0.099003524,0.100029467,0.091498105,0.091964932,0.092431759,0.092431759,0.092431759,0.091964932,0.083522117,0.083946087,0.084370057,0.084794027,0.085217997,0.086065938,0.086489908,0.07900696,0.087337848,0.07977776,0.07977776,0.08016316,0.08016316,0.08016316,0.060843687,0.04990931,0.028670277
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24530879,3.243460541,3.241612291,3.239764042,3.237915792,3.236067543,3.234219293,3.232371043,3.230522794,3.228674544,3.226826295,3.224978045,3.223129796,3.221281546,3.219433296,3.217585047,3.215736797,3.213888548,3.212040298,3.210192049,3.208343799,3.20649555,3.2046473,3.20279905,3.200950801,3.199102551,3.197254302,3.195406052,3.193557803,3.191709553,3.189861303,3.188013054,3.186164804,3.184316555,3.182468305,3.180620056,3.178771806,3.176923557,3.175075307,3.173227057,3.171378808,3.169530558,3.167682309,3.165834059,3.16398581,3.16213756,3.16028931,3.158441061,3.156592811,3.154744562,3.152896312,3.152250784,3.151605256,3.150959727,3.150314199,3.149668671,3.149023142,3.148377614,3.147732086,3.147086557,3.146441029,3.1457955,3.145149972,3.144504444,3.143858915,3.143213387,3.142567859,3.14192233,3.141276802,3.140631274,3.139985745,3.139340217,3.138694689,3.13804916,3.137403632,3.136758104,3.136112575,3.135467047,3.134821519,3.13417599,3.133530462,3.132884934,3.132239405,3.103102295,2.83358402,2.964701019,3.02297524,3.066680906,3.059396628,3.030259518,2.964701019,2.957416741,2.884573964,2.73888841,2.775309799,2.855436853,2.753456966,2.338253137,2.447517303,2.498507247,2.447517303,2.396527359,2.345537415,2.360105971,2.374674526,2.389243081,2.403811637,2.418380192,2.406725348,2.395070503,2.383415659,2.371760815,2.360105971,2.294547471,2.228988972,2.163430473,2.097871974,2.032313475,2.004633219,1.976952964,1.949272709,1.921592454,1.893912199,1.877886788,1.861861377,1.845835966,1.776694101,1.657134409,1.572283167,1.490034795,1.410372834,1.288080549,1.215040515,1.147673838,1.042140887,0.980661226,0.921393207,0.828474905,0.793148304,0.758379478,0.690437402,0.657335243,0.624824473,0.561944181,0.531567022,0.501829012,0.472739196,0.416444339,0.389479462,0.363265515,0.313025894,0.314189559,0.316516889,0.31884422,0.32117155,0.32349888,0.301968471,0.304117712,0.306266954,0.308416196,0.284806504,0.285795415,0.285795415,0.283817592,0.282828681,0.280850858,0.279861946,0.279861946,0.280850858,0.283817592,0.262937683,0.266564409,0.269284454,0.271097818,0.271097818,0.270191136,0.267471091,0.263844364,0.235919484,0.230952758,0.225158244,0.221019306,0.196966444,0.193947801,0.192438479,0.173364144,0.17267891,0.17267891,0.17267891,0.17267891,0.156652983,0.156031344,0.154788066,0.15292315,0.151058233,0.135799516,0.133536191,0.131838697,0.130141203,0.116444559,0.114905644,0.113879701,0.113366729,0.112340786,0.101301473,0.100834646,0.099900992,0.098967338,0.09850051,0.088609758,0.088185788,0.060160035,0.048593093,0.034043671
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.331249156,1.347569198,1.30757012,1.336332238,1.362881885,1.314084854,1.337138974,1.282102007,1.299936502,1.241600239,1.254689399,1.264038798,1.193732495,1.195493162,1.121509099,1.116546669,1.109930096,1.032487407,1.024736,0.949242967,0.940547612,0.930403031,0.918809223,0.843059717,0.82684703,0.807932229,0.787666371,0.710777619,0.688173384,0.665569148,0.644220704,0.578341522,0.562050212,0.548086231,0.496474852,0.487877885,0.480355539,0.473907813,0.467460088,0.458863121,0.449191533,0.436296082,0.457320359,0.439865383,0.422410408,0.402628102,0.354624894,0.33743096,0.321311647,0.307341575,0.295520745,0.285849157,0.278326811,0.272953707,0.268655223,0.266505981,0.264356739,0.262207498,0.239316576,0.236349842,0.233383107,0.126768248,0.086692205,0.055894679
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.235070903,3.226646239,3.098389908,3.082125394,2.956871118,2.937263219,2.811373089,2.688180178,2.666354628,2.543237605,2.51874976,2.392845025,2.267228304,2.238202622,2.114465802,2.080461235,1.962154199,1.847842534,1.819544793,1.71581761,1.69420101,1.597280557,1.503531732,1.488815272,1.39886076,1.382540717,1.296507767,1.213485056,1.198814253,1.119609944,1.105738671,1.028433933,1.015344774,0.943717725,0.929632385,0.861808614,0.850229612,0.787542947,0.778241258,0.720265275,0.714468371,0.659315933,0.653911704,0.648507475,0.597756443,0.592733279,0.543431571,0.537613246,0.490027127,0.484654022,0.478206297,0.434132136,0.428198667,0.387153071,0.381712981,0.376272891,0.338565154,0.333598428,0.328631702,0.324492764,0.292053692,0.157482289,0.09904775,0.046804903
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.148902631,3.150970876,3.15303912,3.155107365,3.15717561,3.159243855,3.161312099,3.163380344,3.165448589,3.167516834,3.169585078,3.171653323,3.173721568,3.175789812,3.177858057,3.179926302,3.181994547,3.184062791,3.186131036,3.188199281,3.190267525,3.19233577,3.194404015,3.19647226,3.198540504,3.200608749,3.202676994,3.204745239,3.206813483,3.208881728,3.210949973,3.213018218,3.215086463,3.217154707,3.219222952,3.221291197,3.223359442,3.225427686,3.227495931,3.229564176,3.231632421,3.233700666,3.23576891,3.237837155,3.2399054,3.241973645,3.244041889,3.246110134,3.248178379,3.250246623,3.252314868,3.254383113,3.256451358,3.258519602,3.260587847,3.262656092,3.264724337,3.266792581,3.268860826,3.270929071,3.272997315,3.27506556,3.277133805,3.27920205,3.281270294,3.283338539,3.285406784,3.287475029,3.289543273,3.291611518,3.293679763,3.295748008,3.297816252,3.299884497,3.301952742,3.304020987,3.306089232,3.308157476,3.310225721,3.312293966,3.314362211,3.316430456,3.3184987,3.320566945,3.32263519,3.324703435,3.326771679,3.328839924,3.345334176,3.361828428,3.378322679,3.394816931,3.411311183,3.375323725,3.339336266,3.303348807,3.267361349,3.23137389,3.211880683,3.192387476,3.17289427,3.153401063,3.133907856,3.16089845,3.187889044,3.214879638,3.241870232,3.268860826,3.282356123,3.29585142,3.309346717,3.322842014,3.336337311,3.28985351,3.24336971,3.196885909,3.150402108,3.103918307,3.100919352,3.097920398,3.094921443,3.091922488,3.088923533,3.117413604,3.145903676,3.174393747,3.202883819,3.23137389,3.092904306,3.046284929,2.999665551,2.953046174,2.906426797,2.910797364,2.8305453,2.834788996,2.839032692,2.7589626,2.692677035,2.542926104,2.476310143,2.409476316,2.342477772,2.202861139,2.143883589,2.004449045,1.944562985,1.806075292,1.797881742,1.704324785,1.684873362,1.677144585,1.584472266,1.499112447,1.494449578,1.42040612,1.424831061,1.358097265,1.368576411,1.303899723,1.23786048,1.241600239,1.167322484,1.158519147,1.075193089,1.053689227,0.961174463,0.931719116,0.842000251,0.813015732,0.729570909,0.705251879,0.634174377,0.616593305,0.556231887,0.543431571,0.491101748,0.48143016,0.471758572,0.425231933,0.415342818,0.405453703,0.363579347,0.356325894,0.349979122,0.313731524,0.308764798,0.303798072,0.271677853,0.265640568,0.260357943,0.254320657,0.248283371,0.220645274,0.215848638,0.211052002,0.206940599,0.20351443,0.200088261,0.196662092,0.193235924,0.172815592,0.170329037,0.167842481,0.165977565,0.16349101,0.161626093,0.144852817,0.143155323,0.141457829,0.139760335,0.084794027,0.057600033,0.036903407
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.644687248,2.623697667,2.585216768,2.460059773,2.446616823,2.446616823,2.357530427,2.376880882,2.405906565,2.340132473,2.377228365,2.308416704,2.340971299,2.260989564,2.172468281,2.177872431,2.073888465,1.967100243,1.95728927,1.846496203,1.739001885,1.725727062,1.624267563,1.525840101,1.515932048,1.422978588,1.332825219,1.243915697,1.233990837,1.145657948,1.059384136,1.043442651,0.956548525,0.872774638,0.856449357,0.779655573,0.768018923,0.702802063,0.699578201,0.643781368,0.645759191,0.646748102,0.592063127,0.586623037,0.578462902,0.516539501,0.503294899,0.487566933,0.430911262,0.41808203,0.406007458,0.395442209,0.385631619,0.377330352,0.336449782,0.330282678,0.324800808,0.320004171,0.315207535,0.310410898,0.276629275,0.152185623,0.09074118,0.041101401
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.380328424,3.380328424,3.380328424,3.277913773,3.277913773,3.277913773,3.176407413,3.176407413,3.075849684,3.075849684,3.075849684,2.976269266,2.976269266,2.976269266,2.877684267,2.877684267,2.784351389,2.788563721,2.792776053,2.699909316,2.699909316,2.695843188,2.588242623,2.475066362,2.448615271,2.32442102,2.200407777,2.07693571,1.960846101,1.84552059,1.737231545,1.629949923,1.598822407,1.494247462,1.39117984,1.292595796,1.196025949,1.101810355,1.068623296,0.978752196,0.895687955,0.867945408,0.790959189,0.76478087,0.740472432,0.674335613,0.651446937,0.59218327,0.536397361,0.519344266,0.469549193,0.455056934,0.412072458,0.401264,0.364179345,0.355388809,0.347854064,0.316516889,0.309534899,0.280476053,0.276177569,0.120597931,0.072922863,0.05017765
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.629680591,2.606181317,2.582682044,2.559182771,2.535683497,2.512184224,2.48868495,2.465185677,2.441686404,2.41818713,2.394687857,2.371188584,2.34768931,2.324190037,2.324190037,2.474137781,2.474137781,2.624085526,2.624085526,2.399163909,2.324190037,2.399163909,2.624085526,2.511624717,2.661572462,2.646577687,2.631582913,2.631582913,2.609090751,2.676567236,2.811520206,2.624085526,2.624085526,2.571350023,2.819015465,2.673329911,2.702467022,2.73888841,2.698425544,2.737468198,2.694176911,2.732061804,2.686024933,2.722762018,2.674046363,2.70964582,2.658337146,2.692809606,2.638986499,2.672342916,2.705699332,2.633517117,2.677118394,2.632707441,2.679043091,2.63485126,2.683644802,2.63530158,2.686282116,2.633772907,2.679117634,2.615428346,2.648166671,2.571223714,2.585216768,2.493667147,2.497027884,2.396231337,2.393006261,2.38655611,2.373655806,2.351080276,2.312379366,2.260778153,2.105191829,1.944397147,1.788417277,1.640159511,1.501958975,1.37353633,1.192521649,1.08773531,0.99080526,0.899412222,0.813428337,0.732785444,0.658869591,0.589834943,0.528263381,0.470921567,0.418919412,0.369669587,0.350326411,0.303595822,0.260217638,0.221019306,0.204463553,0.173571962,0.163006712,0.141158157,0.135676287,0.132935352,0.119354653,0.118733015,0.10750795,0.10750795,0.106942119,0.106376288,0.095412722,0.094899751,0.093360836,0.060507769,0.050363435,0.038642311
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.163604324,1.101379127,1.041336104,0.98174814,0.923177328,0.923342742,0.865057016,0.864281876,0.806928984,0.80562468,0.749431451,0.747675076,0.745783596,0.691187282,0.6886757,0.635244742,0.631753747,0.627215454,0.573955018,0.567614755,0.515222876,0.506817129,0.455879541,0.446087379,0.435388535,0.38715629,0.37639505,0.365302695,0.322919315,0.312882328,0.30284534,0.265733657,0.256277431,0.246821204,0.215522179,0.207813857,0.201535305,0.179198778,0.176539371,0.175237959,0.158303044,0.15763618,0.156148563,0.139674658,0.136033406,0.131365136,0.114514334,0.109681074,0.105314182,0.101625642,0.089721075,0.087794076,0.086368096,0.085250437,0.084402557,0.076426583,0.075899018,0.075406624,0.074949401,0.074457007,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.723482977,3.723482977,3.610671687,3.610671687,3.610671687,3.610671687,3.498860892,3.498860892,3.503673631,3.392755409,3.397415787,3.406736544,3.416057301,3.314481682,3.332519678,3.346048174,3.359576671,3.257015375,3.26573563,3.274455886,3.287536269,3.197159916,3.230858571,3.163447964,3.105891147,3.172558003,3.128786179,2.963029232,2.913759321,2.850967028,2.77910052,2.69611233,2.600562464,2.491313128,2.375310764,2.254071227,2.236902022,2.105285443,2.079639663,1.946974121,1.915999533,1.880600003,1.741633993,1.697621581,1.649417512,1.597021784,1.460446954,1.412888301,1.290217116,1.249079759,1.14267314,1.112741795,1.01895222,0.933269398,0.911565458,0.834754121,0.81736341,0.745783596,0.730921966,0.666824939,0.65301124,0.238461352,0.124642826,0.052818579
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.647574872,3.541691647,3.33254567,3.127113845,2.925645671,2.826474708,2.83068704,2.740570601,2.748702858,2.658831058,2.670595797,2.584649453,2.599764362,2.614879271,2.535401332,2.553589289,2.473272334,2.494261916,2.511753233,2.433173874,2.449977561,2.466781248,2.380105958,2.389781186,2.296853934,2.299945258,2.299945258,2.204833904,2.204833904,2.105351984,2.105351984,2.096862662,1.994131333,1.980620958,1.961706433,1.940089833,1.918473233,1.896856633,1.875240034,1.856325509,1.924246437,1.907267792,1.973992233,2.040274019,2.105974513,2.171036357,2.150871932,2.217899095,2.288045104,2.365483271,2.354147089,2.435301013,2.427457854,2.508801277,2.50066902,2.492536763,2.488470635,2.484404506,2.396085216,2.312581089,2.320138544,2.240756414,2.161926878,2.087017922,2.009222238,1.935168994,1.221283767,0.637659398,0.130244751
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.562804563,3.45715407,3.352411814,3.145755359,3.043911749,2.843324036,2.744636729,2.647066319,2.455374317,2.3613279,2.176926181,2.180151257,2.186601409,2.105191829,2.114465802,2.036141914,2.050939457,2.065737,1.992161017,2.009139662,1.934685683,1.950898133,1.964408508,1.883245302,1.893550338,1.898702856,1.812577406,1.81503015,1.817482893,1.729924473,1.729924473,1.729924473,1.641653179,1.641653179,1.639440709,1.550913544,1.544626056,1.452520512,1.440630848,1.346313513,1.327614714,1.227185175,1.199014497,1.096696951,1.06526823,1.028877079,0.931719116,0.897612926,0.865057016,0.889929049,0.858500328,0.882094366,0.959099492,0.978752196,1.053808439,1.125825167,1.199824249,1.2736256,1.351016433,1.374817578,1.40411035,1.435916363,1.470592399,1.450984501,1.435298182,1.364120544,1.291345011,1.220893981,1.152732926,1.038684955,0.973678328,0.385415369,0.217605361,0.06576977
